issue_ID,issue_title,remediation,assigned_person,severity,category,system,owner_team,status,created_date,last_updated,summary,tags
ISS-00038,Login failures for Power BI due to driver regression after patch,"Validate scope: reproduce the issue described as 'Login failures for Power BI due to driver regression after patch'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Edge-Switch-119 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Rohan Mehta,Medium,VPN,Edge-Switch-119,Endpoint Engineering,Resolved,2024-12-14 15:07:22,2025-01-08 00:07:22,Login failures for Power BI due to driver regression after patch. Likely cause: misconfigured firewall rule. Verified with logs; resolved via targeted configuration correction and validation tests.,"vpn,cache,latency,patch"
ISS-00039,Login failures for Mendix OrderApp due to token cache corruption,"Validate scope: reproduce the issue described as 'Login failures for Mendix OrderApp due to token cache corruption'. Gather diagnostics (logs, event traces, NetMon/PCAP) on MDM-Intune-85 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Coordinate maintenance window; apply vendor firmware; validate PLC/SCADA comms with loopback tests. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Neel Gupta,High,Manufacturing OT,MDM-Intune-85,Network Ops,Resolved,2024-10-06 00:46:22,2024-10-26 14:46:22,Login failures for Mendix OrderApp due to token cache corruption. Likely cause: missing group membership. Verified with logs; resolved via targeted configuration correction and validation tests.,"manufacturing-ot,firmware,cert,permissions"
ISS-00040,SharePoint permissions drift on DLP-Policy-60 leads to authentication loop,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on DLP-Policy-60 leads to authentication loop'. Gather diagnostics (logs, event traces, NetMon/PCAP) on ADFS-Cluster-79 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Yash Agarwal,Medium,Security - DLP,ADFS-Cluster-79,Cloud Platform,In Progress,2024-09-25 20:19:22,2024-10-10 03:19:22,SharePoint permissions drift on DLP-Policy-60 leads to authentication loop. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---dlp,cache,driver,firmware"
ISS-00041,Login failures for Oracle AP due to timezone mismatch,"Validate scope: reproduce the issue described as 'Login failures for Oracle AP due to timezone mismatch'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Edge-Switch-64 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Rohan Mehta,High,SharePoint/OneDrive,Edge-Switch-64,Mendix Dev,In Progress,2025-06-14 10:19:22,2025-06-23 03:19:22,Login failures for Oracle AP due to timezone mismatch. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"sharepoint/onedrive,permissions,dns,auth"
ISS-00042,SharePoint permissions drift on VPN-Gateway-89 leads to corrupted profile,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on VPN-Gateway-89 leads to corrupted profile'. Gather diagnostics (logs, event traces, NetMon/PCAP) on MDM-Intune-63 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Ritu Jain,High,Identity & Access,MDM-Intune-63,Collaboration (M365),Open,2024-12-04 00:07:22,2024-12-11 09:07:22,SharePoint permissions drift on VPN-Gateway-89 leads to corrupted profile. Likely cause: stale device record. Verified with logs; resolved via targeted configuration correction and validation tests.,"identity-&-access,qos,permissions,cache"
ISS-00043,SharePoint permissions drift on PLC-Cell-46 leads to expired cert,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on PLC-Cell-46 leads to expired cert'. Gather diagnostics (logs, event traces, NetMon/PCAP) on MDM-Intune-96 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aditya Singh,Medium,SharePoint/OneDrive,MDM-Intune-96,Cloud Platform,In Progress,2024-11-18 21:30:22,2024-12-12 14:30:22,SharePoint permissions drift on PLC-Cell-46 leads to expired cert. Likely cause: missing group membership. Verified with logs; resolved via targeted configuration correction and validation tests.,"sharepoint/onedrive,dns,driver,qos"
ISS-00044,High CPU on Azure-Storage-30 causing production halt in cell 3,"Validate scope: reproduce the issue described as 'High CPU on Azure-Storage-30 causing production halt in cell 3'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Azure-Storage-13 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Ananya Joshi,Low,Cloud/Azure,Azure-Storage-13,Cloud Platform,Resolved,2024-12-30 12:26:22,2025-01-16 21:26:22,High CPU on Azure-Storage-30 causing production halt in cell 3. Likely cause: missing group membership. Verified with logs; resolved via targeted configuration correction and validation tests.,"cloud/azure,driver,qos,auth"
ISS-00045,Login failures for SharePoint due to timezone mismatch,"Validate scope: reproduce the issue described as 'Login failures for SharePoint due to timezone mismatch'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Edge-Switch-74 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aditya Singh,Low,Printer/Peripheral,Edge-Switch-74,Mendix Dev,Open,2025-04-13 15:15:22,2025-04-16 03:15:22,Login failures for SharePoint due to timezone mismatch. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"printer/peripheral,auth,cache,latency"
ISS-00046,SharePoint permissions drift on Azure-Storage-11 leads to high CPU,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on Azure-Storage-11 leads to high CPU'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-SCM-INV and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Meera Desai,High,Email,Oracle-SCM-INV,OT/Plant IT,Resolved,2025-06-24 19:12:22,2025-07-11 07:12:22,SharePoint permissions drift on Azure-Storage-11 leads to high CPU. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"email,qos,policy,firmware"
ISS-00047,VPN split-tunnel issue for Mendix OrderApp at Jamshedpur Plant,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for Mendix OrderApp at Jamshedpur Plant'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Core-Router-79 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Rohan Mehta,High,Cloud/Azure,Core-Router-79,Cloud Platform,In Progress,2024-11-09 04:27:22,2024-11-14 04:27:22,VPN split-tunnel issue for Mendix OrderApp at Jamshedpur Plant. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"cloud/azure,qos,cache,driver"
ISS-00048,Login failures for Teams due to timezone mismatch,"Validate scope: reproduce the issue described as 'Login failures for Teams due to timezone mismatch'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Core-Router-30 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Kabir Iyer,Critical,Cloud/Azure,Core-Router-30,Data Platform,Resolved,2025-06-29 06:05:22,2025-07-24 12:05:22,Login failures for Teams due to timezone mismatch. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"cloud/azure,auth,permissions,dns"
ISS-00049,Login failures for Oracle AP due to misconfigured firewall rule,"Validate scope: reproduce the issue described as 'Login failures for Oracle AP due to misconfigured firewall rule'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-SCM-INV and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Diya Kapoor,High,Security - DLP,Oracle-SCM-INV,Cybersecurity,Resolved,2025-05-30 20:51:22,2025-06-03 10:51:22,Login failures for Oracle AP due to misconfigured firewall rule. Likely cause: DNS misconfiguration. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---dlp,firmware,policy,permissions"
ISS-00050,Users at Noida Office cannot connect to SAP GUI: authentication loop,"Validate scope: reproduce the issue described as 'Users at Noida Office cannot connect to SAP GUI: authentication loop'. Gather diagnostics (logs, event traces, NetMon/PCAP) on DLP-Policy-57 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Coordinate maintenance window; apply vendor firmware; validate PLC/SCADA comms with loopback tests. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Neel Gupta,Medium,Manufacturing OT,DLP-Policy-57,Service Desk,Open,2025-07-24 06:00:22,2025-08-23 06:00:22,Users at Noida Office cannot connect to SAP GUI: authentication loop. Likely cause: DNS misconfiguration. Verified with logs; resolved via targeted configuration correction and validation tests.,"manufacturing-ot,cache,latency,cert"
